iter	Logloss
658	0.4301240018
659	0.4300776163
660	0.4300335776
661	0.4299927343
662	0.4299335468
663	0.4298915147
664	0.4298287711
665	0.429779365
666	0.4297410206
667	0.4297076242
668	0.4296746506
669	0.4295998316
670	0.4295533214
671	0.4295093664
672	0.4294613996
673	0.429412498
674	0.4293597659
675	0.4292951867
676	0.4292576661
677	0.4292094226
678	0.4291776011
679	0.4291395055
680	0.4290797928
681	0.429049405
682	0.4290046341
683	0.4289775602
684	0.4289414532
685	0.4289041144
686	0.4288333894
687	0.4287877882
688	0.4287424556
689	0.4286210212
690	0.4285849065
691	0.4285235204
692	0.4284750621
693	0.4284379383
694	0.4283728806
695	0.4283343019
696	0.428277839
697	0.4282233285
698	0.4281673174
699	0.4281353308
700	0.4280997664
701	0.4280609432
702	0.4280028304
703	0.427961338
704	0.42792849
705	0.427873867
706	0.4278354966
707	0.4277810827
708	0.427737841
709	0.4277046951
710	0.4276467701
711	0.4276087034
712	0.4275894776
713	0.4275674382
714	0.4275220859
715	0.4274995444
716	0.4274662148
717	0.4274204894
718	0.4273977006
719	0.4273557411
720	0.4272366258
721	0.4272023931
722	0.4271377476
723	0.4270982571
724	0.4270575467
725	0.427023695
726	0.426986591
727	0.4269426062
728	0.426907451
729	0.4268664691
730	0.4268390641
731	0.4267753428
732	0.4267439158
733	0.4267080896
734	0.4266788541
735	0.4266418637
736	0.4266033659
737	0.4265650556
738	0.4264973801
739	0.4264643921
740	0.4264033074
741	0.4263525376
742	0.4263198448
743	0.426290204
744	0.4262529125
745	0.4262184645
746	0.4261612815
747	0.4261187604
748	0.426067504
749	0.42602844
750	0.4259940909
751	0.4259692934
752	0.425937171
753	0.4259042689
754	0.4258398178
755	0.425790819
756	0.4257449163
757	0.4256984307
758	0.4256678177
759	0.4255989174
760	0.4255617748
761	0.4255315021
762	0.4254837185
763	0.4254458626
764	0.4253721442
765	0.4253372856
766	0.4253053662
767	0.4252619163
768	0.4252354432
769	0.425191858
770	0.4251614066
771	0.4251178873
772	0.4250810145
773	0.4250185992
774	0.424985913
775	0.4249421674
776	0.4248383789
777	0.424804221
778	0.4247680522
779	0.4247326102
780	0.4246892312
781	0.4246501044
782	0.4246069189
783	0.4245668653
784	0.4244889322
785	0.4244445043
786	0.4244073055
787	0.424273602
788	0.4242118704
789	0.4241897468
790	0.4241499406
791	0.4241256362
792	0.4240951953
793	0.424049005
794	0.4240095383
795	0.4239774912
796	0.4239374317
797	0.423881303
798	0.4238540832
799	0.4238322332
800	0.4237768467
801	0.4237457751
802	0.4237069242
803	0.423655445
804	0.4236113234
805	0.4235604574
806	0.4235072682
807	0.4234392878
808	0.423412387
809	0.423396348
810	0.4233651695
811	0.4233107971
812	0.4232765635
813	0.4232418965
814	0.4231916843
815	0.4231487048
816	0.4230721941
817	0.4230548251
818	0.4230229611
819	0.4229926638
820	0.4229577394
821	0.4229115734
822	0.4228784589
823	0.4228451486
824	0.422781524
825	0.4227416171
826	0.4227017074
827	0.4226493135
828	0.4226169176
829	0.422587073
830	0.4225566119
831	0.4225285362
832	0.4224942562
833	0.4224570502
834	0.4224259356
835	0.4223927347
836	0.422360093
837	0.4223379288
838	0.4223111979
839	0.4222577426
840	0.4222255641
841	0.4221804714
842	0.4221341677
843	0.422096242
844	0.4220584191
845	0.4220100978
846	0.421952213
847	0.4219267254
848	0.4218886643
849	0.4218497941
850	0.4218014595
851	0.4217537662
852	0.4217224851
853	0.4216926359
854	0.4216602969
855	0.4216311407
856	0.4216097381
857	0.4215840269
858	0.4215565597
859	0.4215240545
860	0.4214839018
861	0.4214619419
862	0.4214182298
863	0.421395424
864	0.4213584589
865	0.4213274918
866	0.4213028437
867	0.42126274
868	0.4211946124
869	0.421157775
870	0.4211118202
871	0.4210919154
872	0.4210590783
873	0.4210258784
874	0.4209754501
875	0.420900157
876	0.420864257
877	0.4208313069
878	0.4208022908
879	0.4207673529
880	0.4207523634
881	0.4207325478
882	0.4206434514
883	0.4206018241
884	0.4205643692
885	0.4205061379
886	0.4204585387
887	0.4204255576
888	0.4203801402
889	0.4203470129
890	0.4203058582
891	0.4202632156
892	0.4202078363
893	0.4201633121
894	0.4201258653
895	0.4200797163
896	0.4200354393
897	0.4200059674
898	0.4199430326
899	0.4199114599
900	0.4198413881
901	0.419802424
902	0.4197685522
903	0.4197273347
904	0.419682012
905	0.4196483107
906	0.4196148796
907	0.4195667844
908	0.4195372936
909	0.419501535
910	0.4194660622
911	0.4194419261
912	0.4194168607
913	0.4193633412
914	0.4193204915
915	0.4192802633
916	0.4192442159
917	0.419198544
918	0.4191581003
919	0.4191375071
920	0.4191096663
921	0.4190771795
922	0.4190416783
923	0.4190042259
924	0.4189733442
925	0.4189442202
926	0.4189057936
927	0.4188576044
928	0.4187706968
929	0.4187467673
930	0.4187134825
931	0.4186927703
932	0.4186587218
933	0.4186231236
934	0.4185966254
935	0.4185306087
936	0.4185008016
937	0.4184703248
938	0.4184343714
939	0.4183821465
940	0.4183415044
941	0.4183116815
942	0.4182786289
943	0.4182367785
944	0.4181644749
945	0.4181211575
946	0.4180934901
947	0.4180477419
948	0.418021037
949	0.4179971727
950	0.4179733837
951	0.4179380973
952	0.4179011994
953	0.4178764878
954	0.41784012
955	0.4178141384
956	0.4177707562
957	0.4177341952
958	0.4176890501
959	0.4176437006
960	0.4176256717
961	0.4175927379
962	0.4175417716
963	0.4175107817
964	0.4174751454
965	0.4174381456
966	0.4174068955
967	0.4173847007
968	0.4173481425
969	0.4173196898
970	0.417279438
971	0.4172480678
972	0.4172070556
973	0.4171692367
974	0.4171344222
975	0.4170939418
976	0.4170733313
977	0.4170493821
978	0.4170197067
979	0.4169728671
980	0.4169289785
981	0.4168818814
982	0.4168565111
983	0.4168198311
984	0.4167563539
985	0.4167213669
986	0.416672464
987	0.4166461054
988	0.4166178907
989	0.4165707884
990	0.4165351269
991	0.416498079
992	0.41645708
993	0.4164282219
994	0.4163960573
995	0.4163648828
996	0.4163351175
997	0.4163009936
998	0.4162601982
999	0.4162316877
